speaker,text,dialogtype,quest_displayname,quest_name,questfile,speaker_unit,unitfile,raw_text
Dilawar,"You did it?  You destroyed the Ezrohir machines?  
You've succeed beyond my most fervent hopes!  Thanks to you, Zeryphesh is that much safer!  I thank you ... and I reward you, with this.",complete,The Brave Ones,a2-undercurrents_gate,QUESTS/A1-SIDEQUESTS/A2-UNDERCURRENTS_GATE.DAT,A2-DILAWAR,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-DILAWAR.DAT,"You did it?  You destroyed the Ezrohir machines?  \n\nYou've succeed beyond my most fervent hopes!  Thanks to you, Zeryphesh is that much safer!  I thank you ... and I reward you, with this."
Dilawar,"The Undercurrents supply Zeryphesh with water, from wells deep under the sands.  Although Zeraphi do not drink, as such, we still have need of water, and this Manatoxin is specifically designed to take advantage of that.  It is a fiendish concoction, which will kill our spirits but leave our bodies intact.
The creatures infesting in the Undercurrents are dangerous, and will not be easily overcome.  I won't lie to you:  Destroying those machines won't be simple ... but it's vital, and you're the only one who can do it.",return,The Brave Ones,a2-undercurrents_gate,QUESTS/A1-SIDEQUESTS/A2-UNDERCURRENTS_GATE.DAT,A2-DILAWAR,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-DILAWAR.DAT,"The Undercurrents supply Zeryphesh with water, from wells deep under the sands.  Although Zeraphi do not drink, as such, we still have need of water, and this Manatoxin is specifically designed to take advantage of that.  It is a fiendish concoction, which will kill our spirits but leave our bodies intact.\n\nThe creatures infesting in the Undercurrents are dangerous, and will not be easily overcome.  I won't lie to you:  Destroying those machines won't be simple ... but it's vital, and you're the only one who can do it."
Wounded Zeraphi,The Ezrohir were clearly confident that the beasts infesting the Undercurrents would be dangerous enough to keep us out.  Be careful in there.,return,The Brave Ones,a2-undercurrents_gate,QUESTS/A1-SIDEQUESTS/A2-UNDERCURRENTS_GATE.DAT,A2-ZERAPHI-COMMANDO,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-COMMANDO.DAT,The Ezrohir were clearly confident that the beasts infesting the Undercurrents would be dangerous enough to keep us out.  Be careful in there.
Wounded Zeraphi,"The Ezrohir have installed some infernal devices in the Undercurrents, defiling the supply of water entering Zeryphesh. You must destroy those machines, or Zeryphesh cannot stand against the Ezrohir!",return,The Brave Ones,a2-undercurrents_gate,QUESTS/A1-SIDEQUESTS/A2-UNDERCURRENTS_GATE.DAT,A2-ZERAPHI-COMMANDO-DUNGEON,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-COMMANDO-DUNGEON.DAT,"The Ezrohir have installed some infernal devices in the Undercurrents, defiling the supply of water entering Zeryphesh. You must destroy those machines, or Zeryphesh cannot stand against the Ezrohir!"
Dilawar,"My friend, I need your help!  My squad and I had observed a group of Ezrohir moving in and out of the Undercurrents. They have installed machines to pump a virulent poison into the city's water supply.  Their ""Manatoxin"" is specifically designed to disrupt Zeraphi physiology. Unfortunately, the noxious atmosphere seems to have attracted a horde of poisonous beasts, and I only just escaped with my life.  If you can enter the Undercurrents and destroy those machines for me, I will reward you.  What do you say?",intro,The Brave Ones,a2-undercurrents_gate,QUESTS/A1-SIDEQUESTS/A2-UNDERCURRENTS_GATE.DAT,A2-DILAWAR,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-DILAWAR.DAT,"My friend, I need your help!  My squad and I had observed a group of Ezrohir moving in and out of the |cFFD1FF7AUndercurrents|u. They have installed machines to pump a virulent poison into the city's water supply.  Their ""Manatoxin"" is specifically designed to disrupt Zeraphi physiology. Unfortunately, the noxious atmosphere seems to have attracted a horde of poisonous beasts, and I only just escaped with my life.  If you can enter the |cFFD1FF7AUndercurrents|u and destroy those machines for me, I will reward you.  What do you say?"
,- Enter the Undercurrents in the Empty Quarter and destroy the four Manatoxin Pumps,huddetails,The Brave Ones,a2-undercurrents_gate,QUESTS/A1-SIDEQUESTS/A2-UNDERCURRENTS_GATE.DAT,,,- Enter the |cFFD1FF7AUndercurrents|u in the |cFFD1FF7AEmpty Quarter|u and destroy the four |cFFD1FF7AManatoxin Pumps|u
,- Return to Dilawar in the Empty Quarter,huddetails_complete,The Brave Ones,a2-undercurrents_gate,QUESTS/A1-SIDEQUESTS/A2-UNDERCURRENTS_GATE.DAT,,,- Return to |cFFD1FF7ADilawar|u in the |cFFD1FF7AEmpty Quarter|u
,"Search the Wellspring Temple for the Bronze Head, and keep it safe from the Sturmbeorn.",details,*Coming Out Ahead,a1-trillbot_head,QUESTS/A1-SIDEQUESTS/A1-TRILLBOT_HEAD.DAT,,,"Search the |cFFD1FF7AWellspring Temple|u for the |cFFD1FF7ABronze Head|u, and keep it safe from the Sturmbeorn."
,"I am the great bard Trill ... heard of me?
That's ... really ... astonishing talent.  Word ... among the masses ... I have not yet found ... your heroic deeds.",complete,*Coming Out Ahead,a1-trillbot_head,QUESTS/A1-SIDEQUESTS/A1-TRILLBOT_HEAD.DAT,,,I am the great bard Trill ... heard of me?\n\nThat's ... really ... astonishing talent.  Word ... among the masses ... I have not yet found ... your heroic deeds.
High Priest Tauna,"We are relatively safe here, but the brutish Sturmbeorn will surely destroy everything that isn't made of gold!  The temple is home to thousands of years of historical artifacts and documents, and it grieves me immeasurably to think of all of those treasures lost!
We were able to gather up some of the artifacts, as we fled, but the Bronze Head of Grunnheim was left behind!  Please, find it!  Some of its records are the only accounts we have of major historic events!",return,*Coming Out Ahead,a1-trillbot_head,QUESTS/A1-SIDEQUESTS/A1-TRILLBOT_HEAD.DAT,A1-TEMPLEHIGHPRIEST,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-TEMPLEHIGHPRIEST.DAT,"We are relatively safe here, but the brutish Sturmbeorn will surely destroy everything that isn't made of gold!  The temple is home to thousands of years of historical artifacts and documents, and it grieves me immeasurably to think of all of those treasures lost!\n\nWe were able to gather up some of the artifacts, as we fled, but the Bronze Head of Grunnheim was left behind!  Please, find it!  Some of its records are the only accounts we have of major historic events!"
,"Thank the Guardians someone has come to our rescue!  The Sturmbeorn broke their way in here some time ago, and have been ransacking the temple!  Commander Vale and her Vanquisher Corps arrived some time ago to help ... but we haven't heard from her since she left for the Inner Sanctum!
In our flight from the temple, we had to leave behind a priceless treasure: The Bronze Head of Grunnheim!  Can you locate it, and ensure that it is safe from the Sturmbeorn?",intro,*Coming Out Ahead,a1-trillbot_head,QUESTS/A1-SIDEQUESTS/A1-TRILLBOT_HEAD.DAT,,,"Thank the Guardians someone has come to our rescue!  The Sturmbeorn broke their way in here some time ago, and have been ransacking the temple!  Commander Vale and her Vanquisher Corps arrived some time ago to help ... but we haven't heard from her since she left for the Inner Sanctum!\n\nIn our flight from the temple, we had to leave behind a priceless treasure: The |cFFD1FF7ABronze Head|u of Grunnheim!  Can you locate it, and ensure that it is safe from the Sturmbeorn?"
,- Locate the Bronze Head in the Wellspring Temple,huddetails,*Coming Out Ahead,a1-trillbot_head,QUESTS/A1-SIDEQUESTS/A1-TRILLBOT_HEAD.DAT,,,- Locate the |cFFD1FF7ABronze Head|u in the |cFFD1FF7AWellspring Temple|u
,- Secure the Bronze Head from the Sturmbeorn,huddetails_complete,*Coming Out Ahead,a1-trillbot_head,QUESTS/A1-SIDEQUESTS/A1-TRILLBOT_HEAD.DAT,,,- Secure the |cFFD1FF7ABronze Head|u from the Sturmbeorn
Captured Estherian,"My thanks to you, human.  After the temple fell, and these slavers set upon us refugees, I feared that our fates were sealed.
But I am not the only prisoner.  The slavers' leader has them caged, in the cavern below the lake here.  A trapdoor outside one of the nearby huts leads to the cavern.
Please, in the name of the Guardians ... you must free them!",complete,,a1-event-capturedEsth1,QUESTS/A1-SIDEQUESTS/A1-EVENT-CAPTUREDESTH1.DAT,A1-CAPTUREDESTHERIAN1,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-CAPTUREDESTHERIAN1.DAT,"My thanks to you, human.  After the temple fell, and these slavers set upon us refugees, I feared that our fates were sealed.\n\nBut I am not the only prisoner.  The slavers' leader has them caged, in the cavern below the lake here.  A trapdoor outside one of the nearby huts leads to the cavern.\n\nPlease, in the name of the Guardians ... you must free them!"
,"Obtain the Armor Schematics from the Beast Warrens, in the Temple Steppes.",details,The Warbeast Armory,a1-Armory,QUESTS/A1-SIDEQUESTS/A1-ARMORY.DAT,,,"Obtain the |cFFD1FF7AArmor Schematics|u from the |cFFD1FF7ABeast Warrens|u, in the |cFFD1FF7ATemple Steppes|u."
,Return to the Vanquisher Scout in the Enclave for your reward.,details_complete,The Warbeast Armory,a1-Armory,QUESTS/A1-SIDEQUESTS/A1-ARMORY.DAT,,,Return to the |cFFD1FF7AVanquisher Scout|u in the |cFFD1FF7AEnclave|u for your reward.
Vanquisher Scout,"Well done! I'm sure Commander Vale would have no objection to me giving you a reward for your service to the Empire. Take this: It's all I've got, but know that you have my gratitude, as well!",complete,The Warbeast Armory,a1-Armory,QUESTS/A1-SIDEQUESTS/A1-ARMORY.DAT,A1-VANQUISHER_SCOUT,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/A1-VANQUISHER_SCOUT.DAT,"Well done! I'm sure Commander Vale would have no objection to me giving you a reward for your service to the Empire. Take this: It's all I've got, but know that you have my gratitude, as well!"
Vanquisher Scout,"The Sturmbeorn have rounded up a bunch of warbeasts to use as shock troops, and now they're bolting plates of armor onto 'em.  They're dangerous at the best of times, but with that armor, they're even harder to kill.  That's why we need to find out how the Sturmbeorn designed the armor; there has to be a weak spot somewhere.",return,The Warbeast Armory,a1-Armory,QUESTS/A1-SIDEQUESTS/A1-ARMORY.DAT,A1-VANQUISHER_SCOUT,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/A1-VANQUISHER_SCOUT.DAT,"The Sturmbeorn have rounded up a bunch of warbeasts to use as shock troops, and now they're bolting plates of armor onto 'em.  They're dangerous at the best of times, but with that armor, they're even harder to kill.  That's why we need to find out how the Sturmbeorn designed the armor; there has to be a weak spot somewhere."
Vanquisher Scout,"If you're going out to the Temple Steppes, I could use your help.  The Sturmbeorn have set up a makeshift smithy there, and they have two blacksmiths making suits of armor for wild warbeasts they've captured.
Those Sturmbeorn seem to be working from schematics, but they keep them under lock and key.  Do you think you might be able to get in there and grab the Armor Schematics?",intro,The Warbeast Armory,a1-Armory,QUESTS/A1-SIDEQUESTS/A1-ARMORY.DAT,A1-VANQUISHER_SCOUT,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/A1-VANQUISHER_SCOUT.DAT,"If you're going out to the |cFFD1FF7ATemple Steppes|u, I could use your help.  The Sturmbeorn have set up a makeshift smithy there, and they have two blacksmiths making suits of armor for wild warbeasts they've captured.\n\nThose Sturmbeorn seem to be working from schematics, but they keep them under lock and key.  Do you think you might be able to get in there and grab the |cFFD1FF7AArmor Schematics|u?"
,- Obtain Armor Schematics in The Temple Steppes from Sturmbeorn blacksmiths,huddetails,The Warbeast Armory,a1-Armory,QUESTS/A1-SIDEQUESTS/A1-ARMORY.DAT,,,- Obtain |cFFD1FF7AArmor Schematics|u in |cFFD1FF7AThe Temple Steppes|u from Sturmbeorn blacksmiths
,- Return Armor Schematics to Vanquisher Scout,huddetails_complete,The Warbeast Armory,a1-Armory,QUESTS/A1-SIDEQUESTS/A1-ARMORY.DAT,,,- Return |cFFD1FF7AArmor Schematics|u to |cFFD1FF7AVanquisher Scout|u
,Use the Flammable Lanterns to burn down the huts in the Slavers' Camp in the Frosted Hills.,details,*Up In Smoke,a1-upinsmoke,QUESTS/A1-SIDEQUESTS/A1-UPINSMOKE.DAT,,,Use the |cFFD1FF7AFlammable Lanterns|u to burn down the huts in the |cFFD1FF7ASlavers' Camp|u in the |cFFD1FF7AFrosted Hills|u.
,Return to Josimon in the Slavers' Camp in the Frosted Hills.,details_complete,*Up In Smoke,a1-upinsmoke,QUESTS/A1-SIDEQUESTS/A1-UPINSMOKE.DAT,,,Return to |cFFFFBA00Josimon|u in the |cFFFFBA00Slavers' Camp|u in the |cFFFFBA00Frosted Hills|u.
Elder Josimon,"That was well done, although I wish it had not been necessary.  Still, without permanent housing, they will find it harder to survive here ... and ply their abominable trade.
But, wait ... I do not see their leader, among the dead!  Nor do I see any of the Estherians they had taken captive!",complete,*Up In Smoke,a1-upinsmoke,QUESTS/A1-SIDEQUESTS/A1-UPINSMOKE.DAT,A1-ELDER_JOSIMON,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-ELDER_JOSIMON.DAT,"That was well done, although I wish it had not been necessary.  Still, without permanent housing, they will find it harder to survive here ... and ply their abominable trade.\n\nBut, wait ... I do not see their leader, among the dead!  Nor do I see any of the Estherians they had taken captive!"
Elder Josimon,"We had thought at first that these slavers would simply pass through the area, but the slavers have been steadily fortifying this camp for weeks now, which tells me that they have no intention of leaving any time soon.
It would appear that, with the Sturmbeorn invasion, business is too good.  The Estherians are easy targets right now, and will be, until we recover from all of this chaos.  The slavers will only make that recovery more difficult, unless they are persuaded to leave.",return,*Up In Smoke,a1-upinsmoke,QUESTS/A1-SIDEQUESTS/A1-UPINSMOKE.DAT,A1-ELDER_JOSIMON,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-ELDER_JOSIMON.DAT,"We had thought at first that these slavers would simply pass through the area, but the slavers have been steadily fortifying this camp for weeks now, which tells me that they have no intention of leaving any time soon.\n\nIt would appear that, with the Sturmbeorn invasion, business is too good.  The Estherians are easy targets right now, and will be, until we recover from all of this chaos.  The slavers will only make that recovery more difficult, unless they are persuaded to leave."
Elder Josimon,"Thank you for rescuing me.  I had recovered the Passkey Ember from these slavers, but they captured me as I was trying to return to the Enclave.
I know that you are trying to reach the Watchweald Temple, but I could use your help with one small matter before you go.  These slavers have been harrying the Estherians for several weeks now.  You defeated many, but there are many more watching us from the safety of those huts.  Burn them out!  If they are allowed to remain, the Frosted Hills will never be safe.",intro,*Up In Smoke,a1-upinsmoke,QUESTS/A1-SIDEQUESTS/A1-UPINSMOKE.DAT,A1-ELDER_JOSIMON,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-ELDER_JOSIMON.DAT,"Thank you for rescuing me.  I had recovered the |cFFD1FF7APasskey Ember|u from these slavers, but they captured me as I was trying to return to the Enclave.\n\nI know that you are trying to reach the |cFFD1FF7AWatchweald Temple|u, but I could use your help with one small matter before you go.  These slavers have been harrying the Estherians for several weeks now.  You defeated many, but there are many more watching us from the safety of those huts.  Burn them out!  If they are allowed to remain, the Frosted Hills will never be safe."
,- Ignite the Flammable Lanterns in the Slavers' Camp,huddetails,*Up In Smoke,a1-upinsmoke,QUESTS/A1-SIDEQUESTS/A1-UPINSMOKE.DAT,,,- Ignite the |cFFD1FF7AFlammable Lanterns|u in the |cFFD1FF7ASlavers' Camp|u
,- Return to Josimon in the Slavers' Camp,huddetails_complete,*Up In Smoke,a1-upinsmoke,QUESTS/A1-SIDEQUESTS/A1-UPINSMOKE.DAT,,,- Return to |cFFD1FF7AJosimon|u in the |cFFD1FF7ASlavers' Camp|u
,"Journey to the [place], in the [zone], and defeat [champion].",details,*Template: Kill Quest,a1-KillQuestTemplate,QUESTS/A1-SIDEQUESTS/A1-KILLQUESTTEMPLATE.DAT,,,"Journey to the |cFFD1FF7A[place]|u, in the |cFFD1FF7A[zone]|u, and defeat [champion]."
,Return to the [quest npc] for your reward.,details_complete,*Template: Kill Quest,a1-KillQuestTemplate,QUESTS/A1-SIDEQUESTS/A1-KILLQUESTTEMPLATE.DAT,,,Return to the |cFFD1FF7A[quest npc]|u for your reward.
,Quest completion text,complete,*Template: Kill Quest,a1-KillQuestTemplate,QUESTS/A1-SIDEQUESTS/A1-KILLQUESTTEMPLATE.DAT,,,Quest completion text
,Return to Quest NPC text,return,*Template: Kill Quest,a1-KillQuestTemplate,QUESTS/A1-SIDEQUESTS/A1-KILLQUESTTEMPLATE.DAT,,,Return to Quest NPC text
,Quest introduction text,intro,*Template: Kill Quest,a1-KillQuestTemplate,QUESTS/A1-SIDEQUESTS/A1-KILLQUESTTEMPLATE.DAT,,,Quest introduction text
,- Step One,huddetails,*Template: Kill Quest,a1-KillQuestTemplate,QUESTS/A1-SIDEQUESTS/A1-KILLQUESTTEMPLATE.DAT,,,- Step One
,- Step Two,huddetails_complete,*Template: Kill Quest,a1-KillQuestTemplate,QUESTS/A1-SIDEQUESTS/A1-KILLQUESTTEMPLATE.DAT,,,- Step Two
,Locate the Whispering Cave in the Frosted Hills and retrieve the Golden Gear.,details,The Lost Key,a1-Bay_Horn,QUESTS/A1-SIDEQUESTS/A1-BAY_HORN.DAT,,,Locate the |cFFD1FF7AWhispering Cave|u in the |cFFD1FF7AFrosted Hills|u and retrieve the |cFFD1FF7AGolden Gear|u.
,Bring the Golden Gear back to Ambassador Taldimut in the Frosted Hills,details_complete,The Lost Key,a1-Bay_Horn,QUESTS/A1-SIDEQUESTS/A1-BAY_HORN.DAT,,,Bring the |cFFD1FF7AGolden Gear|u back to |cFFD1FF7AAmbassador Taldimut|u in the |cFFD1FF7AFrosted Hills|u
Lord Taldimut,"This is it!  The Golden Gear!  I thank you on behalf of all the Zeraphi people.  This might just have tipped the battle in our favor!  I can only offer you this as payment, but if you are ever in Zeryphesh, come find me and I will grant you a proper reward!",complete,The Lost Key,a1-Bay_Horn,QUESTS/A1-SIDEQUESTS/A1-BAY_HORN.DAT,A1-AMBASSADOR_TALDIMUT,MEDIA/UNITS/MONSTERS/QUESTUNITS/ZONE2/A2-AMBASSADOR_TALDIMUT.DAT,"This is it!  The Golden Gear!  I thank you on behalf of all the Zeraphi people.  This might just have tipped the battle in our favor!  I can only offer you this as payment, but if you are ever in Zeryphesh, come find me and I will grant you a proper reward!"
Lord Taldimut,"I have continued studying the crests, and I am more convinced than ever that the Golden Gear is hidden in the the Whispering Cave.  If you can retrieve it, I can bring it back to Zeryphesh, to aid in the city's defense against the Ezrohir siege.",return,The Lost Key,a1-Bay_Horn,QUESTS/A1-SIDEQUESTS/A1-BAY_HORN.DAT,A1-AMBASSADOR_TALDIMUT,MEDIA/UNITS/MONSTERS/QUESTUNITS/ZONE2/A2-AMBASSADOR_TALDIMUT.DAT,"I have continued studying the crests, and I am more convinced than ever that the Golden Gear is hidden in the the Whispering Cave.  If you can retrieve it, I can bring it back to Zeryphesh, to aid in the city's defense against the Ezrohir siege."
Lord Taldimut,"The Estherians apparently secured the Golden Gear in the Whispering Cave, so that we would not be able to find it, let alone recapture it.  They encoded those three crests with the location of the cave, so that they would be able to recover the horn, themselves ... but then lost the crests.
Please, for the sake of the Zeraphi people:  Go to the Whispering Cave and retrieve the Golden Gear, and bring it back to me.",intro,The Lost Key,a1-Bay_Horn,QUESTS/A1-SIDEQUESTS/A1-BAY_HORN.DAT,A1-AMBASSADOR_TALDIMUT,MEDIA/UNITS/MONSTERS/QUESTUNITS/ZONE2/A2-AMBASSADOR_TALDIMUT.DAT,"The Estherians apparently secured the |cFFD1FF7AGolden Gear|u in the |cFFD1FF7AWhispering Cave|u, so that we would not be able to find it, let alone recapture it.  They encoded those three crests with the location of the cave, so that they would be able to recover the horn, themselves ... but then lost the crests.\n\nPlease, for the sake of the Zeraphi people:  Go to the |cFFD1FF7AWhispering Cave|u and retrieve the |cFFD1FF7AGolden Gear|u, and bring it back to me."
,- Retrieve the Golden Gear from the Whispering Cave,huddetails,The Lost Key,a1-Bay_Horn,QUESTS/A1-SIDEQUESTS/A1-BAY_HORN.DAT,,,- Retrieve the |cFFD1FF7AGolden Gear|u from the |cFFD1FF7AWhispering Cave|u
,- Bring the Golden Gear back to Ambassador Taldimut,huddetails_complete,The Lost Key,a1-Bay_Horn,QUESTS/A1-SIDEQUESTS/A1-BAY_HORN.DAT,,,- Bring the |cFFD1FF7AGolden Gear|u back to |cFFD1FF7AAmbassador Taldimut|u
Malo,"Oh, thank you so much!  Here I was, afraid I'd never enchant anything ever again!
I'm was on my way to the Estherian Enclave when these brigands ambushed me. Once I gather my wits, I'll head over there.  Come by and see me, if you get a chance!",complete,An Enchanter in Chains,a1-save_enchanter,QUESTS/A1-SIDEQUESTS/A1-SAVE_ENCHANTER.DAT,A1-CAPTUREDENCHANTER,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-CAPTUREDENCHANTER.DAT,"Oh, thank you so much!  Here I was, afraid I'd never enchant anything ever again!\n\nI'm was on my way to the Estherian Enclave when these brigands ambushed me. Once I gather my wits, I'll head over there.  Come by and see me, if you get a chance!"
,"Obtain the thing from the place, in the zone.",details,*Template: Kill-and-Acquire Quest,a1-Kill_Acquire_Template,QUESTS/A1-SIDEQUESTS/A1-KILL_ACQUIRE_TEMPLATE.DAT,,,"Obtain the |cFFD1FF7Athing|u from the |cFFD1FF7Aplace|u, in the |cFFD1FF7Azone|u."
,Return to the quest NPC in the place for your reward.,details_complete,*Template: Kill-and-Acquire Quest,a1-Kill_Acquire_Template,QUESTS/A1-SIDEQUESTS/A1-KILL_ACQUIRE_TEMPLATE.DAT,,,Return to the |cFFD1FF7Aquest NPC|u in the |cFFD1FF7Aplace|u for your reward.
,Complete,complete,*Template: Kill-and-Acquire Quest,a1-Kill_Acquire_Template,QUESTS/A1-SIDEQUESTS/A1-KILL_ACQUIRE_TEMPLATE.DAT,,,Complete
,Return,return,*Template: Kill-and-Acquire Quest,a1-Kill_Acquire_Template,QUESTS/A1-SIDEQUESTS/A1-KILL_ACQUIRE_TEMPLATE.DAT,,,Return
,Introduction,intro,*Template: Kill-and-Acquire Quest,a1-Kill_Acquire_Template,QUESTS/A1-SIDEQUESTS/A1-KILL_ACQUIRE_TEMPLATE.DAT,,,Introduction
,- Obtain thing in zone from [champion],huddetails,*Template: Kill-and-Acquire Quest,a1-Kill_Acquire_Template,QUESTS/A1-SIDEQUESTS/A1-KILL_ACQUIRE_TEMPLATE.DAT,,,- Obtain |cFFD1FF7Athing|u in |cFFD1FF7Azone|u from [champion]
,- Return thing to quest NPC,huddetails_complete,*Template: Kill-and-Acquire Quest,a1-Kill_Acquire_Template,QUESTS/A1-SIDEQUESTS/A1-KILL_ACQUIRE_TEMPLATE.DAT,,,- Return |cFFD1FF7Athing|u to |cFFD1FF7Aquest NPC|u
,Defeat Kidrik the Mauler in the Slavers' Den and rescue the Captured Estherians,details,*Hostage Negotiations,a1-Hostage_Negotiations,QUESTS/A1-SIDEQUESTS/A1-HOSTAGE_NEGOTIATIONS.DAT,,,Defeat |cFFD1FF7AKidrik the Mauler|u in the |cFFD1FF7ASlavers' Den|u and rescue the |cFFD1FF7ACaptured Estherians|u
,"Return to Elder Josimon in the Slavers' Camp, in the Frosted Hills.",details_complete,*Hostage Negotiations,a1-Hostage_Negotiations,QUESTS/A1-SIDEQUESTS/A1-HOSTAGE_NEGOTIATIONS.DAT,,,"Return to |cFFD1FF7AElder Josimon|u in the |cFFD1FF7ASlavers' Camp|u, in the |cFFD1FF7AFrosted Hills|u."
Elder Josimon,"You have done the Estherians a great service today.  I know that you are on your way to even greater acts of heroism, so, please, do not let me keep you.  Simply accept this, and my thanks.",complete,*Hostage Negotiations,a1-Hostage_Negotiations,QUESTS/A1-SIDEQUESTS/A1-HOSTAGE_NEGOTIATIONS.DAT,A1-ELDER_JOSIMON,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-ELDER_JOSIMON.DAT,"You have done the Estherians a great service today.  I know that you are on your way to even greater acts of heroism, so, please, do not let me keep you.  Simply accept this, and my thanks."
Elder Josimon,"Have you found the hostages yet?  Kidrik the Mauler will almost certainly be keeping them in cages, down in the Slavers' Den.",return,*Hostage Negotiations,a1-Hostage_Negotiations,QUESTS/A1-SIDEQUESTS/A1-HOSTAGE_NEGOTIATIONS.DAT,A1-ELDER_JOSIMON,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-ELDER_JOSIMON.DAT,"Have you found the hostages yet?  Kidrik the Mauler will almost certainly be keeping them in cages, down in the Slavers' Den."
Elder Josimon,"The slavers' leader, Kidrik the Mauler, must have slipped away during the attack, and concealed himself in their underground slave den!  And, if the Estherian captives are there, as well, Kidrik must be holding them hostage!
You must free them, or all that you have done to stop the slavers will have been for naught!",intro,*Hostage Negotiations,a1-Hostage_Negotiations,QUESTS/A1-SIDEQUESTS/A1-HOSTAGE_NEGOTIATIONS.DAT,A1-ELDER_JOSIMON,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-ELDER_JOSIMON.DAT,"The slavers' leader, |cFFD1FF7AKidrik the Mauler|u, must have slipped away during the attack, and concealed himself in their underground slave den!  And, if the Estherian captives are there, as well, Kidrik must be holding them hostage!\n\nYou must free them, or all that you have done to stop the slavers will have been for naught!"
,- Defeat Kidrik the Mauler and rescue the Captured Estherians,huddetails,*Hostage Negotiations,a1-Hostage_Negotiations,QUESTS/A1-SIDEQUESTS/A1-HOSTAGE_NEGOTIATIONS.DAT,,,- Defeat |cFFD1FF7AKidrik the Mauler|u and rescue the |cFFD1FF7ACaptured Estherians|u
,- Return to Elder Josimon,huddetails_complete,*Hostage Negotiations,a1-Hostage_Negotiations,QUESTS/A1-SIDEQUESTS/A1-HOSTAGE_NEGOTIATIONS.DAT,,,- Return to |cFFD1FF7AElder Josimon|u
Miamin,"You must be the human the other Estherians are speaking of.  I am glad to have met you.  I have been sent on a quest by Grand Regent Eldrayn to recover the Scroll of Anom-Irek, stored in a vault in the Corrupted Crypt, here.  Unfortunately, the Sturmbeorn have already entered the crypt, and I have been unable to get past them.
Can I ask you to attempt to retrieve the scroll?  I will wait here in the Path of the Honored Dead for your return.  Should you succeed, I will see what I can do to provide you with some equipment more fitting a hero of your stature.",intro,The Scroll of Anom-Irek,pricelessartifacts,QUESTS/A1-SIDEQUESTS/PRICELESSARTIFACTS.DAT,A1-ESTHERIAN-PASS2,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-ESTHERIAN-PASS2.DAT,"You must be the human the other Estherians are speaking of.  I am glad to have met you.  I have been sent on a quest by Grand Regent Eldrayn to recover the |cFFD1FF7AScroll of Anom-Irek|u, stored in a vault in the |cFFD1FF7ACorrupted Crypt|u, here.  Unfortunately, the Sturmbeorn have already entered the crypt, and I have been unable to get past them.\n\nCan I ask you to attempt to retrieve the scroll?  I will wait here in the |cFFD1FF7APath of the Honored Dead|u for your return.  Should you succeed, I will see what I can do to provide you with some equipment more fitting a hero of your stature."
Miamin,"I find myself impressed with your ability, human. I must confess: When I sent you on this quest, I feared you might not return. But it stirs my heart to see that my fears were unfounded.
While you were gone, I located an item that might be of some use to you. Please take it, with my blessing ... and the thanks of the Estherians.",complete,The Scroll of Anom-Irek,pricelessartifacts,QUESTS/A1-SIDEQUESTS/PRICELESSARTIFACTS.DAT,A1-ESTHERIAN-PASS2,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-ESTHERIAN-PASS2.DAT,"I find myself impressed with your ability, human. I must confess: When I sent you on this quest, I feared you might not return. But it stirs my heart to see that my fears were unfounded.\n\nWhile you were gone, I located an item that might be of some use to you. Please take it, with my blessing ... and the thanks of the Estherians."
