and000im_gft_amulet             Tevinter Chantry Amulet
lgt331cr_shw_bmage_lead1        Blood Mage Leader
lgt331im_shw_mer_map            Map to Hideout
lgt331ip_at_darktown            Darktown
lgt331ip_codex_note             Note
lgt331ip_shw_mer_to_dtown       Darktown
lgt351ar_rand_1                 Hidden Dungeon
lgt351ar_shw_finale_cave        Blood Mage Refuge
lgt351cr_shw_mer_sympathize     Mage Sympathizer
lgt351ip_disarm_door            Door
lgt351ip_shw_mer_at_smount      Sundermount
lgt351ip_shw_mer_to_bmage       Blood Mage Base
lgt360cr_mag_bandit_leader      Bandit Leader
lgt360cr_mag_orlanna            Orlanna
lgtcr_dalish_archer             Outcast Dalish Archer
lgtcr_dalish_assassin           Outcast Dalish Assassin
lgtcr_dalish_warrior            Outcast Dalish Warrior
lgtcr_revenant_1                Revenant
mag100ar_eau_road               Wilmod’s Camp
mag100ar_encounter              Wounded Coast Approach
mag100cr_cullen                 Knight-Captain Cullen
mag100cr_karras                 Ser Karras
mag100cr_templar                Templar
mag100cr_templar2               Templar
mag100cr_templar3               Templar Archer
mag100cr_templar4               Templar Hunter
mag100cr_thrask                 Thrask
mag100cr_wilmod                 Templar Recruit Wilmod
mag100cr_wilmod_demon           Wilmod
mag100ip_bones_1                Bones
mag100ip_corpse_1               Corpse
mag100ip_gravestone             Gravestone
mag101ar_caverns                Runaways' Cavern
mag101cr_alain                  Alain
mag101cr_apostate               Apostate
mag101cr_apostate2              Apostate
mag101cr_decimus                Decimus
mag101cr_grace                  Grace
mag101ip_at_mag100ar_enc        Wounded Coast Approach
mag110cr_abomination            Abomination
mag110cr_arianni                Arianni
mag110cr_guardsman              Guard
mag110cr_guardsman2             Guard
mag110cr_pre_abomination        Captured Mage
mag110cr_sailor_1               Captain Reiner
mag110cr_sailor_2               Sailor
mag110cr_sailor_3               Marine
mag110cr_sailor_4               Sailor
mag110cr_sailor_5               Enforcer
mag110cr_samson                 Samson
mag110cr_vincento               Vincento
mag110ip_store_arthuris         Arcane Shop
mag110ip_vincento_store         Vincento's Northern Merchandise
mag111ar_warehouse              Arthuris's Private Dock
mag111im_danzig_letter          Hideout Location Map
mag111im_thrask_letter          Thrask's Letter
mag111ip_backroom_door1         Door
mag111ip_backroom_door2         Door
mag111ip_hh_at_lowtown          Docks
mag111ip_ws_chest               Chest
mag120cr_brothelguard           City Guardsman
mag120cr_macha                  Macha
mag120cr_templar_1              Templar
mag121cr_idunna                 Idunna
mag121cr_idunna_stunt           Idunna
mag121cr_viveka                 Viveka
mag121im_idunna_clue01          Documents
mag121ip_corthwaite_store       Corthwaite's Boutique
mag121ip_idunna_clue01          Documents
mag121ip_idunna_door            Door
mag130cr_danzig                 Danzig
mag130cr_slaver                 Slaver
mag130cr_slaver2                Slaver
mag130cr_slaver3                Slaver Archer
mag130cr_slaver_listener        Slaver
mag130cr_slaver_mage            Slaver Mage
mag130im_danzig_map             Map to The Wounded Coast
mag130ip_at_eau_mages           Sanctuary
mag131ar_bloodmages             Sanctuary
mag131cr_bloodmage              Blood Mage
mag131cr_bloodmage2             Blood Mage
mag131cr_bloodmage3             Blood Mage
mag131cr_keran                  Keran
mag131cr_keran_civ              Keran
mag131cr_keran_templar          Keran
mag131cr_taraneh                Tarohne
mag131ip_at_undercity           Darktown
mag131ip_loot_corpse_1          Corpse
mag131ip_loot_corpse_2          Corpse
mag160cr_feynriel               Feynriel
mag160cr_slaver                 Slaver
mag160cr_slaver_mage            Slaver Mage
mag160cr_varian_ilithis         Varian Ilithis
mag160ip_at_to_ws_cave          Slaver Caverns
mag161ar_cave                   Slaver Caverns
mag161ip_at_to_coast            Wounded Coast
mag161ip_loot_1                 Chest
mag170cr_hugh                   Templar Recruit Hugh
mag170cr_recruit01              Templar Recruit Paxley
mag170cr_recruit02              Templar Recruit Ruvena
mag170cr_thrask                 Thrask
mag200cr_feynriel               Feynriel
mag200ip_corpse_1               Corpse
mag210cr_arianni                Arianni
mag210cr_feynriel_abominat      Feynriel
mag210ip_store_arthuris         Arcane Shop
mag211ar_ariannis_house         Arianni's House
mag211im_reward_book            Tome of the Slumbering Elders
mag221ip_corthwaite_store       Corthwaite's Boutique
mag230cr_evelina                Evelina
mag270cr_hugh                   Templar Hugh
mag270cr_recruit01              Templar Paxley
mag270cr_recruit02              Templar Ruvena
mag291ar_gallows_templar_fd     Templar Hall
mag291cr_caress                 Caress
mag291cr_crowd_elf_1            Ghostly Elf
mag291cr_crowd_elf_2            Ghostly Elf
mag291cr_crowd_elf_3            Ghostly Elf
mag291cr_crowd_elf_4            Ghostly Elf
mag291cr_crowd_elf_5            Ghostly Elf
mag291cr_torpor                 Torpor
mag291cr_vincento               Vincento
mag291cr_wesley                 Wesley
mag291cr_wryme                  Wryme
mag291cr_young_feynriel         Young Feynriel
mag291ip_barrel                 Barrel
mag291ip_book                   Book
mag291ip_chest                  Chest
mag291ip_folly                  Feynriel's Folly
mag291ip_lever                  Lever
mag291ip_to_caress              Feynriel's Desires
mag291ip_to_wryme               Feynriel's Pride
mag310cr_controlled_1           Dominated Worker
mag310cr_controlled_2           Dominated Fighter
mag310cr_controlled_3           Dominated Fighter
mag310cr_controlled_4           Dominated Scoundrel
mag310cr_progenitor_1           Progenitor
mag310cr_progenitor_2           Progenitor
mag310cr_progenitor_3           Progenitor
mag310cr_scion_1                Scion
mag310cr_scion_2                Scion
mag310cr_scion_3                Scion
mag310ip_store_arthuris         Arcane Shop
mag311ar_warehouse              Secret Meeting Place
mag311cr_emile                  Emile de Launcet
mag311cr_huon                   Huon
mag311cr_keran                  Keran
mag311cr_keran_civ              Keran
mag311cr_nyssa                  Nyssa
mag311im_bsc_notes              Conspirator's Notes
mag311ip_door                   Door
mag320cr_circle_mage            Circle Mage
mag320cr_mage_1                 Circle Mage
mag320cr_mage_conspirator       Enchanter
mag320cr_nobleman_1             Nobleman
mag320cr_nobleman_2             Nobleman
mag320cr_nobleman_3             Nobleman
mag320cr_noblewoman_1           Noblewoman
mag320cr_noblewoman_2           Noblewoman
mag320cr_templar                Templar
mag320cr_templar_1              Templar Lieutenant
mag320cr_templar_archer         Templar Archer
mag320ip_to_launcet             De Launcet Mansion
mag321ar_mansion                De Launcet Mansion
mag321cr_butler                 Butler
mag321cr_comte                  Comte de Launcet
mag321cr_dulci                  Comtesse Dulci de Launcet
mag321cr_nella                  Nella
mag321cr_servant_distract       Servant
mag321cr_servant_gossip_1a      Servant
mag321cr_servant_gossip_1b      Servant
mag321cr_servant_gossip_2a      Servant
mag321cr_servant_gossip_2b      Servant
mag321ip_corthwaite_store       Corthwaite's Boutique
mag321ip_launcet_to_hitown      Hightown
mag330cr_cricket                Cricket
mag330cr_evelina                Evelina
mag330cr_walter                 Walter
mag330ip_to_hideout             Sewer Passage
mag331ar_evelinas_hideout       Sewer Passage
mag331ip_hideout_exit           Darktown
mag360cr_alain                  Alain
mag360cr_apostate               Apostate
mag360cr_cullen                 Knight-Captain Cullen
mag360cr_grace                  Grace
mag360cr_hostage_anders         Anders
mag360cr_hostage_aveline        Aveline
mag360cr_hostage_bethany        Bethany
mag360cr_hostage_carver         Carver
mag360cr_hostage_fenris         Fenris
mag360cr_hostage_isabela        Isabela
mag360cr_hostage_merrill        Merrill
mag360cr_hostage_varric         Varric
mag360cr_samson                 Samson
mag360cr_templar                Renegade Templar
mag360cr_templar_archer         Renegade Templar
mag360cr_thrask                 Thrask
mag371ar_gallows_templar        Templar Hall
mag371cr_elsa                   Elsa
mag371ip_at_courtyard           Gallows Courtyard
matt_warrior_2                  Male Warrior
mcr000cr_leliana                Leliana
mcr310ar_docks_nt               The Docks (Night)
mcr310ar_lowtown_nt             Lowtown (Night)
mcr310cr_apostate               Mage
mcr310cr_bloodmage              Mage
mcr310cr_circle_highmage        Circle Mage
mcr310cr_circle_mage            Circle Mage
mcr310cr_confused_guard         City Guardsman
mcr310cr_confused_guard_ldr     Guard Captain
mcr310cr_loyalist_mage          Loyalist Mage
mcr310cr_loyalist_mage_ldr      Loyalist Mage
mcr310cr_scared_mage            Scared Mage
mcr310cr_templar_commander      Templar Lieutenant
mcr310cr_templar_escort         Templar
mcr310cr_templar_loyalist       Templar Loyalist
mcr310cr_templar_lyl_ldr        Templar Loyalist
mcr310cr_templar_seeker         Templar Hunter
mcr310cr_templar_trooper        Templar
mcr310ip_to_docks               The Docks
mcr310ip_to_gallows             Gallows
mcr370ar_gallows_nt             Gallows Courtyard
mcr370cr_boss_meredith          Meredith
mcr370cr_corpse_1               Corpse
mcr370cr_corpse_2               Corpse
mcr370cr_corpse_3               Arcane Horror
mcr370cr_gate_guardian          Gate Guardian
mcr370cr_gate_guardian_top      Gate Guardian
mcr370cr_guardsman              City Guardsman
mcr370cr_mage_escort            Mage
mcr370cr_mage_messenger         Mage
mcr370cr_moira                  Moira
mcr370cr_samson                 Samson
mcr370cr_slave_statue           Slave Statue
mcr370cr_templar_messenger      Templar
mcr370ip_to_templar_hall        Templar Hall
mcr370_templar1                 Templar
mcr370_templar2                 Templar
mcr371ar_gallows_prison_nt      Gallows Prison
mcr371ar_gallows_templar_nt     Templar Hall
mcr371cr_alain                  Alain
mcr371cr_anders                 Anders
mcr371cr_anders_cut             Anders
mcr371cr_aveline                Aveline
mcr371cr_aveline_cut            Aveline
mcr371cr_bethany_cut            Bethany
mcr371cr_carver_cut             Carver
mcr371cr_city_guard             City Guardsman
mcr371cr_emile_de_launcet       Emile de Launcet
mcr371cr_fenris                 Fenris
mcr371cr_fenris_cut             Fenris
mcr371cr_harvester1             Orsino
mcr371cr_harvester2             Orsino
mcr371cr_harvester3             Orsino
mcr371cr_idunna                 Idunna
mcr371cr_isabela_cut            Isabela
mcr371cr_merrill                Merrill
mcr371cr_merrill_cut            Merrill
mcr371cr_templar_lieutenant     Knight-Lieutenant Barsus
mcr371cr_varric_cut             Varric
mcr371ip_sandal_store           Sandal's Store
mcr371ip_to_courtyard           Gallows Courtyard
mcr371ip_to_prison              Templar Hall
mcr371ip_to_templar_hall        Templar Hall
mcr371_scared_mage_f            Mage
mcr371_scared_mage_m            Mage
mcr372ar_gallows_templar_nt     Templar Hall
mer000ip_hubert_store           Hubert's Fine Goods
mer110cr_jansen                 Jansen
mer110cr_miner1                 Earl
mer110cr_miner2                 Unemployed Miner
mer110cr_mine_looter            Looter
mer110cr_mine_scavenger_1       Looter
mer120cr_hubert                 Hubert
mer140cr_jansen                 Jansen
mer140ip_at_caverns             Bone Pit Mines
mer140ip_at_caverns_ledge       Bone Pit Mines
mer140ip_dragon_treasure        Rubble
mer140ip_item_rubble            Rubble
mer140ip_item_rubble_2          Rubble
mer141ar_caverns                Bone Pit Mines
mer141cr_drake_boss             Mature Dragon
mer141cr_jansen                 Jansen
mer141ip_at_bone_pit            The Bone Pit
mer141ip_at_bone_pit_ledge      Bone Pit Ledge
mer200ar_exterior               Outside Kirkwall
mer200cr_ambush_leader          Ambush Leader
mer200im_arlan_note             Directions to Arlan
mer200im_pickaxe                Pickax
mer200ip_cavern_chest           Chest
mer210cr_coterie_lieutenant     Coterie Lieutenant
mer210cr_coterie_thug_1         Coterie Rogue
mer210cr_coterie_thug_2         Coterie Thug
mer210cr_coterie_thug_3         Coterie Thug
mer210cr_seldrek                Lilley
mer210cr_smith                  Smith
mer220cr_hubert                 Hubert
mer221ar_player_home            Hawke Estate
mer221cr_sabin                  Sabin
mer230ip_to_arlan_hideout       Brekker's Hideaway
mer231ar_arlan_hideout          Arlan's Hideaway
mer231cr_brekker                Brekker
mer231ip_to_undercity           Darktown
mer240cr_jansen                 Jansen
mer240cr_miner1                 Bone Pit Miner
mer240cr_miner2                 Bone Pit Miner
mer240cr_miner3                 Bone Pit Miner
mer240cr_miner4                 Bone Pit Miner
mer240cr_miner5                 Bone Pit Miner
mer240ip_sabins_stash           Sabin's Stash
mer241ar_caverns                Bone Pit Mines
mer241ar_cavern_of_dead         Bone Pit Mines
mer241cr_queen_spider           Queen Spider
mer241ip_tunnel_blocker         Collapsed Tunnel
mer300cr_high_dragon            High Dragon
mer320cr_hubert                 Hubert
mer320cr_lady_hubert            Lady Bartiere
mer340cr_angry_miner            Miner
mer340cr_cavern_guard           Bone Pit Protector
mer340cr_cowan                  Keran
mer340cr_high_dragon            High Dragon
mer340cr_hubert_combat          Hubert
mer340cr_hubert_guard           Guard
mer340cr_hubert_guard_2         Guard
mer341ar_caverns                Bone Pit Mines
mer341cr_earl                   Earl
mer341cr_jansen                 Jansen
mrl000ip_at_exit_house          Leave Area
mrl111ar_house                  Merrill's Home
mrl150cr_arcane_horror          Arcane Horror
mrl150cr_dalish_guard1          Dalish Hunter
mrl150cr_dalish_guard2          Dalish Hunter
mrl150cr_dalish_hunter          Dalish Hunter
mrl150cr_revenant               Revenant
mrl150cr_shadow_assasin         Shadow Assassin
mrl150cr_shadow_warrior         Shadow Warrior
mrl150ip_altar                  Altar
mrl150ip_pile_a                 Pile of Bones
mrl150ip_pile_b                 Rubble
mrl150ip_return_to_camp         Return to Camp
mrl151ip_chest_a                Chest
mrl200im_statue_gift            Halla Carving
mrl211ar_house                  Merrill's Home
mrl211ip_mirror                 Eluvian
mrl250cr_corpse                 Corpse
mrl250cr_corpse_archer          Skeleton Archer
mrl250cr_frosthorror            Frost Horror
mrl250cr_reptilerock            Rock Reptile
mrl250cr_skeleton_ice           Frost Skeleton
mrl250cr_spiderhunt             Hunter Spider
mrl250cr_spiderling_cv          Cave Spiderling
mrl250cr_spider_cv              Cave Spider
mrl250cr_spider_wasp            Wasp Spider
mrl250cr_thief_a                Thief
mrl250cr_thief_b                Thief
mrl250cr_thief_c                Thief
mrl250cr_thief_d                Thief
mrl250cr_thief_e                Thief
mrl250cr_thief_lt               Thief Leader
mrl250ip_at_elfcave             Varterral Hunting Ground
mrl251ar_elf_cave               Varterral Hunting Ground
mrl251cr_pol                    Pol
mrl251cr_spider                 Spider
mrl251cr_varterral              Varterral
mrl251im_amu_chandan            Chandan's Amulet
mrl251im_amu_harshal            Harshal's Amulet
mrl251im_amu_radha              Radha's Amulet
mrl251ip_at_sundermount         Sundermount
mrl251ip_bosshorde_a            Pile of Treasure
mrl251ip_bosshorde_b            Elven Staff
mrl251ip_bosshorde_c            Suit of Armor
mrl251ip_bosshorde_d            Glittering Treasure
mrl251ip_dead_chandan           Hunter Chandan
mrl251ip_dead_harshal           Hunter Harshal
mrl251ip_dead_radha             Hunter Radha
mrl251ip_loot_a                 Pile of Bones
mrl251ip_loot_b                 Pile of Bones
mrl251ip_loot_c                 Chest
mrl251ip_loot_d                 Pile of Treasure
mrl251ip_loot_e                 Rubble
mrl251ip_loot_f                 Bones
mrl251ip_loot_g                 Pile of Treasure
mrl300im_ring_gift              Sylvanwood Ring
mrl311ar_house                  Merrill's Home
mrl311ip_mirror_shattered       Eluvian
mrl311ip_mirror_whole           Eluvian
mrl350cr_dragon                 Dragon
mrl350cr_wraith                 Shadow Warrior
mrl350ip_at_demoncave           Pride's End
mrl350ip_at_downmountain        Travel Down the Mountain
mrl350ip_grave_a                Grave
mrl350ip_grave_b                Grave
mrl350ip_grave_c                Grave
mrl350ip_grave_d                Grave
mrl350ip_grave_e                Grave
mrl350ip_grave_f                Grave
mrl350ip_marethari_corpse       Corpse
mrl350ip_pile_a                 Pile of Bones
mrl350ip_shrine                 Shrine
mrl351ar_demon_cave             Pride's End
mrl351cr_fakechandan            Hunter Chandan
mrl351cr_fakefemaleelf          Elven Mother
mrl351cr_fakeharshal            Hunter Harshal
mrl351cr_fakemaleelf            Elven Elder
mrl351cr_fakemarethari          Keeper Marethari
mrl351cr_fakepol                Pol
mrl351cr_fakeradha              Hunter Radha
mrl351cr_faketamlen             Tamlen
mrl351cr_pridedemon             Pride Demon
mrl351ip_at_sundermount         Sundermount
mrl351ip_cavern_chest_a         Chest
mrl351ip_demon_statue           Strange Idol
nat300ip_barrel_lever           Lever
nat300ip_explosive_barrel       Explosive Barrel
nat300ip_item_chest             Chest
nat300ip_lore_item_chest        Chest
nat320cr_delilah                Delilah Howe
nat380cr_explosive_barrel       Explosive Barrel
nat380cr_nathaniel              Nathaniel Howe
nat380cr_ogre                   Ogre
nat380cr_temmerin               Temmerin Glavonak
one100ar_ironwood               Ironwood Clearing
one100ar_ruin_ext               Abandoned Ruins
one100cr_elren                  Elren
one100cr_guard                  City Guardsman
one100cr_nabil                  Nabil
one100im_athenril_goods         Athenril's Goods
one100ip_at_ruin_ext            Exit
one100ip_at_ruin_int            Ruined Passage
one100ip_chest_1                Chest
one100ip_chest_2                Chest
one100ip_ironwood               Pure Ironbark
one100ip_st_ilen                Clan Craftmaster
one100ip_st_solivitus           Formari Herbalist
one100it_fang                   Dragon's Fang
one100it_gland                  Spider's Silk Gland
one100it_ironwood               Pure Ironbark
one100it_thug_note              The Wallop Mallet
one100it_warehouse_note         A Note for Gamlen
one101ar_ggt_cavern             The Sink
one101ar_ruin_int               Ruined Passage
one101cr_kelder                 Kelder
one101cr_lia                    Lia
one101cr_smuggler               Raider
one101cr_spider_loot            Venomous Spider
one101ip_at_hightown            Exit
one110cr_coterie_thug_1         Coterie Assassin
one110cr_coterie_thug_2         Coterie Thug
one110cr_coterie_thug_3         Coterie Archer
one110cr_gustav                 Gustav
one110cr_harimann               Lord Harimann
one110cr_harimann_guard_1       Guard Captain
one110cr_harimann_guard_2       Guard
one110cr_harimann_guard_3       Guard
one110cr_meeran                 Meeran
one110cr_pryce                  Pryce
one110cr_tree_minder            Jelden
one110ip_ggt_tree               Vhenadahl
one110ip_ggt_warehouse          Smetty's Fish Guttery
one111ip_ggt_crate_1            Shipment 917
one111ip_ggt_crate_2            Shipment 1023
one111ip_ggt_crate_3            Shipment 1029
one111ip_ggt_crate_4            Shipment 925
one111ip_ggt_crate_5            Shipment 963
one111ip_ggt_crate_6            Shipment 973
one111ip_ggt_crate_7            Shipment 1039
one111ip_ggt_crate_8            Shipment 1049
one111ip_ggt_mallet             Wallop Mallet
one111ip_ggt_note               Crumpled Note
one111ip_ggt_trap               Shipment 1023
one120cr_athenril               Athenril
one120cr_magistrate             Magistrate Vanard
one121ar_warehouse              Smetty's Fish Guttery
one121cr_note_thug              Mercenary Commander
one121ip_at_lowtown             Smetty's Fish Guttery
one130ar_booker_dungeon         Booker's Fall
one130ar_disciple_dungeon       Jonas's Demise
one130cr_mekel                  Mekel
one140cr_charade                Charade
one140cr_veld                   Veld
one200ip_flower                 Harlot's Blush Flower
one200ip_ink_chest              Chest
one200ip_st_ilen                Master Ilen's Shop
one200ip_st_solivitus           Formari Herbalist
one200it_blush                  Harlot's Blush Flower
one200it_heart                  Varterral's Heart
one200it_tattoo                 Dalish Tattoo Ink
one220cr_dera                   Dera
one220cr_yevhen                 Yevhen
one280cr_emissary               Darkspawn Emissary
one280cr_emrys                  Emrys
one280cr_golem                  Golem
one280cr_iwan                   Iwan
one280cr_merin                  Merin
one280cr_uncontrolled_golem     Golem
one280im_control_rod            Golem Control Rod
one280im_merin_key              Key
one280ip_cache                  Treasure Cache
one280ip_locked_door            Door
one280ip_sealed_door            Sealed Door
one300ar_crow_camp              Antivan Camp
one300ar_vanard_fight           Vanard's Ambush
one300cr_crow_1                 Antivan Crow
one300cr_crow_2                 Antivan Crow
one300cr_crow_3                 Antivan Crow
one300cr_crow_4                 Antivan Crow
one300cr_ggt_thug2              Mercenary
one300cr_ggt_thug3              Mercenary
one300cr_ggt_thug4              Mercenary
one300cr_ggt_thug5              Mercenary
one300cr_lia                    Lia
one300cr_nuncio                 Nuncio
one300cr_nuncio_guard           Nuncio's Guard
one300cr_zevran                 Zevran
one300ip_st_ilen                Master Ilen's Shop
one300ip_st_solivitus           Formari Herbalist
one300ip_worldmap               Leave Area
one300it_fire                   High Dragon Fire Gland
one320cr_magistrate             Magistrate Vanard
one330cr_ggt_thug1              Mercenary
one350cr_terath                 Terath
one350cr_variel                 Variel
one350cr_vinell                 Vinell
one350ip_to_zevran_cave         Mountain Cave
one350ip_zevran_note            Inconspicuous Note
one3510cr_dead_fighter_1        Dead Man
one3510cr_dead_fighter_2        Corpse
one3510cr_dead_fighter_3        Slain Assassin
one3510cr_dead_fighter_4        Dead Warrior
one3510cr_dead_fighter_5        Dead Body
one351ar_zevran_cave            Mountain Cave
one351ip_to_sundermount         Sundermount
one351ip_worldmap               Leave Area
prm000im_air_ring               Air of Confidence
prm000im_ashes_amulet           Amulet of Ashes
prm000im_blood_boots            Blood Dragon Greaves
prm000im_blood_chest            Blood Dragon Armor
prm000im_blood_gloves           Blood Dragon Gauntlets
prm000im_blood_helm             Blood Dragon Helmet
prm000im_cliffs_tome            The Far Cliffs of Kirkwall
prm000im_deep_blade             Hayder's Razor
prm000im_duru_amulet            Dura's Blue Flame
prm000im_evra_belt              Evra's Trophy Belt
prm000im_evra_ring              Evra's Might
prm000im_fade_sword             Fadeshear
prm000im_frozen_boots           Boots of the Frozen Wastes
prm000im_hindsight_belt         Hindsight
prm000im_irons_belt             The Irons
prm000im_isaac_boots            Ser Isaac's Boots
prm000im_isaac_chest            Ser Isaac's Armor
prm000im_isaac_gloves           Ser Isaac's Gauntlets
prm000im_isaac_helm             Ser Isaac's Helm
prm000im_ivo_amulet             Ivo Family Crest
prm000im_lion_shield            The Lion of Orlais
prm000im_lost_tome              Of Things Not Lost
prm000im_lothering_tome         Lothering's Lament
prm000im_parth_staff            Staff of Parthalan
prm000ip_curio_chest            Special Deliveries
pro000ar_blightlands_fake       Outside Lothering
pro000ar_blightlands_real       Outside Lothering
pro000ar_gallow_court           Gallows Courtyard
pro000cr_athenril               Athenril
pro000cr_athenril_entourage     Athenril's Smuggler
pro000cr_athenril_entouragm     Athenril's Smuggler
pro000cr_barrier_disciple       Hurlock Emissary
pro000cr_bethany_fake           Bethany
pro000cr_captain_wright         Guardsman Wright
pro000cr_carver_fake            Carver
pro000cr_colonel_ewald          Captain Ewald
pro000cr_desperate_refugee      Desperate Refugee
pro000cr_flemeth_ogre           Ogre
pro000cr_friedrich              Friedrich
pro000cr_friedrich_thug         Friedrich's Guard
pro000cr_friedrich_thug_2       Friedrich's Guard
pro000cr_friedrich_thug_3       Friedrich's Guard
pro000cr_guard                  City Guardsman
pro000cr_guard_amb              City Guardsman
pro000cr_guard_archer           City Guardsman
pro000cr_guard_f                City Guardsman
pro000cr_hurlock_aveline        Hurlock
pro000cr_hurlock_fake           Hurlock
pro000cr_hurlock_firewall       Hurlock
pro000cr_hurlock_rng_fake       Hurlock Bolter
pro000cr_meeran                 Meeran
pro000cr_meeran_entourage       Red Iron Mercenary
pro000cr_merchant               Merchant Cavril
pro000cr_merchants_guard        Merchant's Guard
pro000cr_merchants_guard_2      Merchant's Guard
pro000cr_ogre_fake              Ogre
pro000cr_refugee1               Refugee
pro000cr_refugee2               Refugee
pro000cr_refugee3               Refugee
pro000cr_refugee4               Refugee
pro000cr_refugee5               Refugee
pro000cr_refugee6               Refugee
pro000cr_refugee7               Refugee
pro000cr_soldier1               Deserter
pro000cr_soldier2               Deserter
pro000cr_soldier3               Deserter
pro000cr_soldier4               Deserter Archer
pro000cr_soldier5               Deserter
pro000cr_soldier6               Deserter Reaver
pro000cr_soldier7               Deserter Assassin
pro000cr_soldier_leader         Deserter Leader
pro000cr_wesley                 Wesley
pro000cr_wesley_tainted         Wesley
pro000im_merchant_key           Merchant's Key
pro000ip_barrier                Magical Barrier
pro000ip_corpse_1               Dead Refugee
pro000ip_corpse_2               Dead Refugee
pro000ip_corpse_3               Dead Refugee
pro000ip_corpse_demo            Dead Refugee
pro000ip_corpse_nonint          Dead Refugee
pro000ip_corpse_weapons         Dead Refugee
pro000ip_corpse_weapons2        Dead Refugee
pro000ip_corpse_weapons3        Dead Refugee
pro000ip_gallows_gate           Gate
pro000ip_gate                   Gate
pro000ip_locked_chest           Chest
pro000ip_merchant_chest         Merchant's Chest
pro000ip_merchant_store         Cavril's Sundries
pro000ip_wesleys_ring           Wesley's Ring
pro00fl_bethany_stunt           Bethany
pro00fl_carver_stunt            Carver
qcr210ar_lowtown_nt             Lowtown (Night)
qcr210cr_converted_elf          Elf Convert
qcr210cr_elven_supporters       Elven Supporter
qcr210cr_elven_supporter_rg     Elven Supporter
qcr210cr_guardman               City Guardsman
qcr210cr_guardsman_m            City Guardsman
qcr210cr_looter_thug            Looter
qcr210ip_to_hightown            Hightown
qcr220ar_hightown_nt            Hightown (Night)
qcr220cr_alistar_gw             Alistair
qcr220cr_bethany                Bethany
qcr220cr_bethany_circle         Bethany
qcr220cr_carver                 Carver
qcr220cr_carver_templar         Carver
qcr220cr_gray_warden            Grey Warden
qcr220cr_nobleman               Nobleman
qcr220cr_nobleman2              Nobleman
qcr220cr_nobleman3              Nobleman
qcr220cr_noblewoman             Noblewoman
qcr220cr_noblewoman2            Noblewoman
qcr220cr_noblewoman3            Noblewoman
qcr220cr_qunari_cut_a1          Karashok
qcr220cr_qunari_hunter          Sten
qcr220cr_stroud                 Stroud
qcr220cr_templar                Templar
qcr221ar_keep                   Viscount's Keep
qcr221cr_qunari_archer          Ashaad
qcr221cr_qunari_honor_guard     Qunari Honor Guard
qcr221cr_qunari_mage            Saarebas
qcr221cr_qunari_warrior         Karasaad
qcr221ip_throne_door            Door
qcr270ar_gallows                Gallows Courtyard
qcr270cr_abomination            Abomination
qcr270cr_fake_meredith          Meredith
qcr270cr_fake_templar           Templar
qun100ar_exterior               Vimmark Mountain Pass
qun100ar_plot_start             Dead Man's Pass
qun100cr_qunari_warrior1        Karashok
qun100cr_qunari_warrior2        Karashok
qun100cr_qunari_warrior3        Karashok
qun100cr_qunari_warrior4        Ashaad
qun100cr_qunari_warrior5        Ashaad
qun100cr_qunari_warrior6        Ashaad
qun100cr_warrior1               Karasaad
qun100cr_warrior2               Karasaad
qun100ip_at_exit                Vimmark Mountain Pass
qun100ip_at_safehouse           Petrice's Safehouse
qun101ar_talvashoth_cave        Tal-Vashoth Cavern
qun101ip_at_coast               Wounded Coast
qun110cr_arishok_guard          Qunari
qun110cr_arishok_guard_nt       Qunari
qun110cr_mugger                 Shady Character
qun110cr_petrice                Sister Petrice
qun110cr_throne_guard           Qunari
qun110cr_varnell                Ser Varnell
qun110ip_compound_gate          Qunari Compound
qun110ip_compound_gate_nt       Qunari Compound
qun111ar_safehouse              Petrice's Safehouse
qun111cr_ketojan                Ketojan
qun111im_ketojan_cut            Phylactery of Saarebas
qun111ip_at_lowtown             Lowtown
qun111ip_trapdoor               Undercity Warrens
qun120cr_javaris                Javaris
qun131ar_undercity_warrens      Undercity Warrens
qun131cr_taskmaster             Arvaarad
qun131cr_warrens_thug           Thug Leader
qun131cr_warrens_thug2          Undercity Thug
qun131cr_warrens_thug3          Undercity Thug
qun131cr_warrens_thug4          Undercity Thug
qun131cr_warrens_thug5          Undercity Thug
qun131cr_warrens_thug6          Undercity Thug
qun131cr_warrens_thug7          Undercity Thug
qun131ip_treasure               Chest
qun131ip_treasure2              Chest
qun131ip_treasure3              Chest
qun150cr_merc                   Mercenary
qun150cr_merc_2                 Mercenary
qun160cr_leader                 Tal-Vashoth Leader
qun160cr_vashothlead            Mercenary
qun160ip_at_cave                Tal-Vashoth Cavern
qun160ip_chest_1                Chest
qun160ip_chest_2                Chest
qun160ip_vashothlead_dummy      Tal-Vashoth Mercenary
qun210ar_fq_random_enc          Winding Alley
qun210ar_javaris_encounter      Outside Smuggler's Cut
qun210cr_commoner               Concerned Commoner
qun210cr_guard                  Guardsman Maecon
qun210cr_javaris_guard          Mercenary
qun210cr_random_thug            Thug
qun210cr_random_thug_leader     Thug Leader
qun210ip_at_exit                Qunari Compound
qun210ip_loot_a                 Barrel
qun210ip_loot_b                 Crate
qun211ar_poison_encounter       Side Alley
qun211cr_braggart               Orwald the Braggart
qun211cr_braggart_ally_f        Patron
